ID,NAME,GROUP_ID,UNIT_NAME,TRANSLATED_NAME,BARCODE,BUY_PRICE,STOCK_AMOUNT,PRICE,DISCOUNT_RATE,DISABLE_WHEN_STOCK_AMOUNT_IS_ZERO,TAX_GROUP_ID,TAX_ID,Supplier,SupplierContact,SupplierAddress
78,Luminac,Cups,,,,185,18,250,,,,2,,,
565,luminarc bowls,Bowls,,,,90,10,120,,,,2,,,
556,luminarc cups,Cups,,,,200,60,250,,,,2,,,
122,luminarc dinner,Plates,,,,200,4,250,,,,2,,,
533,luminarc flowered,Cups,,,,216,48,250,,,,2,,,
469,luminarc glasses,Glasses,,,,600,12,900,,,,2,,,
516,lunch box,Hot Pots,,,,300,10,500,,,,2,,,
363,lyons,blenders,,,,2500,3,3000,,,,2,,,
484,lyons  gas,Pressure cookers,,,,3000,1,4500,,,,2,,,
227,Lyons Kettle,Kettle,,,,800,1,1200,,,,2,,,
98,mabati,Cups,,,,250,19,350,,,,2,,,
148,mabati big bowl,Bowls,,,,25,12,50,,,,2,,,
542,mabati coluored,Bowls,,,,38,192,50,,,,2,,,
510,mabati half,Cups,,,,50,5,100,,,,2,,,
479,mabati medium bowl,Bowls,,,,24,12,40,,,,2,,,
586,mabati plate,Plates,,,,25,36,40,,,,2,,,
482,mabati sieves,Spoons,,,,120,12,200,,,,2,,,
480,mabati small bowl,Bowls,,,,19,12,30,,,,2,,,
594,madazi spoon,Spoons,,,,150,5,250,,,,2,,,
601,maroon lined,Cups,,,,117,6,167,,,,2,,,
285,marvin,hats,,,,100,8,150,,,,2,,,
595,mashers big,blenders,,,,300,5,450,,,,2,,,
391,mashers small,blenders,,,,200,4,300,,,,2,,,
344,Masks,Dog Toys,,,,10,19,20,,,,2,,,
178,Matrix hotpot,Hot Pots,,,,4500,1,7000,,,,2,,,
248,Meat Fork,Knives,,,,70,8,250,,,,2,,,
509,meat mincer big,blenders,,,,1000,1,1700,,,,2,,,
508,meat mincer small,blenders,,,,800,2,1500,,,,2,,,
282,medium,towels,,,,500,6,700,,,,2,,,
334,medium ball,balls,,,,100,11,200,,,,2,,,
96,mella ,Cups,,,,80,20,100,,,,2,,,
546,mella basin,Bowls,,,,350,3,500,,,,2,,,
222,Mella bigltray,Trays,,,,450,1,600,,,,2,,,
221,Mella mediumltray,Trays,,,,250,6,450,,,,2,,,
97,mella orange,Cups,,,,120,8,140,,,,2,,,
630,mella platepatten,Plates,,,,113,12,150,,,,2,,,
220,Mella smalltray,Trays,,,,150,2,250,,,,2,,,
503,mellaware plates,Plates,,,,120,24,150,,,,2,,,
393,metal bowl,Bowls,,,,20,6,40,,,,2,,,
189,Mexxi 1.3 thermos,Thermos,,,,1700,4,2000,,,,2,,,
190,Mexxi 1.9 thermos,Thermos,,,,1800,2,2300,,,,2,,,
188,Mexxi 1l thermos,Thermos,,,,1000,2,1300,,,,2,,,
206,Mexxi set,Sufurias,,,,13000,2,15000,,,,2,,,
219,Mexxi smalltray,Trays,,,,600,2,800,,,,2,,,
218,Mexxi trayset,Trays,,,,3500,5,4500,,,,2,,,
534,milk can,buckets,,,,1800,5,2500,,,,2,,,
154,milkshake,Glasses,,,,1300,1,1700,,,,2,,,
292,monkey big,bags,,,,250,2,600,,,,2,,,
291,monkey medium,bags,,,,250,3,500,,,,2,,,
290,monkey small,bags,,,,250,2,400,,,,2,,,
500,morden cups,Cups,,,,110,24,150,,,,2,,,
498,mordern grater,Knives,,,,150,11,250,,,,2,,,
315,mosquito,net,,,,1800,1,2300,,,,2,,,
263,Motor and Pestle,Dishes,,,,400,3,600,,,,2,,,
580,mukwanjo,holders,,,,275,24,600,,,,2,,,
492,multicolour plastic,Glasses,,,,25,33,50,,,,2,,,
418,mwiko,Spoons,,,,20,27,30,,,,2,,,
322,my drink,Glasses,,,,850,2,1000,,,,2,,,
489,net holder,holders,,,,150,6,200,,,,2,,,
524,net mats,mats,,,,42,24,50,,,,2,,,
124,net patterned,Plates,,,,180,31,200,,,,2,,,
587,nice green plate,Plates,,,,65,73,120,,,,2,,,
186,Nice thermos,Thermos,,,,650,3,1300,,,,2,,,
163,non stick,Pans,,,,600,2,800,,,,2,,,
164,non stick pro,Pans,,,,1200,6,1500,,,,2,,,
398,nunix dispenser,Dispensers,,,,4500,1,6500,,,,2,,,
483,nunix gas,Pressure cookers,,,,2500,1,3500,,,,2,,,
183,Odinary bigthermos,Thermos,,,,350,36,450,,,,2,,,
184,Odinary smallthermos,Thermos,,,,290,13,350,,,,2,,,
229,OK cup,Cups,,,,120,43,150,,,,2,,,
551,ordinary buckets,buckets,,,,1100,3,1500,,,,2,,,
530,ordinary chapatipan,Pans,,,,450,5,550,,,,2,,,
501,ordinary cups,Cups,,,,42,12,50,,,,2,,,
435,ordinary knife,Knives,,,,25,36,50,,,,2,,,
198,Ovol plate,Plates,,,,46,18,100,,,,2,,,
576,pada car,Dog Toys,,,,50,10,100,,,,2,,,
474,panty holder,holders,,,,230,6,450,,,,2,,,
204,Paradin big,Sufurias,,,,1875,4,2500,,,,2,,,
203,Paradin small,Sufurias,,,,5500,1,7000,,,,2,,,
279,patterned,bandanas,,,,30,12,50,,,,2,,,
527,PC plates,Plates,,,,110,36,150,,,,2,,,
319,pearl,necklace,,,,30,45,50,,,,2,,,
321,pearl band,hair bands,,,,30,20,50,,,,2,,,
564,pedal bin,buckets,,,,1000,2,1500,,,,2,,,
488,pegs,holders,,,,6,48,20,,,,2,,,
376,piano,Dog Toys,,,,220,4,350,,,,2,,,
159,plastic,Glasses,,,,200,5,300,,,,2,,,
405,plastic grater big,Knives,,,,150,8,200,,,,2,,,
266,Plastic Gratersmall,Knives,,,,80,12,150,,,,2,,,
382,plastic jug,Glasses,,,,80,13,150,,,,2,,,
439,plastic sieve,Spoons,,,,50,12,100,,,,2,,,
571,plasticspoon set,Spoons,,,,450,4,600,,,,2,,,
395,plot payment,Dog Toys,,,,5100,1,5100,,,,2,,,
511,potato chipper,Knives,,,,1000,4,1600,,,,2,,,
276,proffesional,chopping board,,,,250,7,350,,,,2,,,
502,proffesional small,chopping board,,,,200,5,250,,,,2,,,
297,purse,bags,,,,100,6,150,,,,2,,,
298,purse class,bags,,,,150,1,250,,,,2,,,
388,rainbow umbrella,umbrella,,,,230,10,400,,,,2,,,
486,ramtons  gas,Pressure cookers,,,,4000,1,5000,,,,2,,,
208,Red berry,Sufurias,,,,2600,2.7,4160,,,,2,,,
209,Redberry,Sufurias,,,,450,86,600,,,,2,,,
226,Redberry  Kettle,Kettle,,,,1500,0,1800,,,,2,,,
167,redberry 22,Pans,,,,450,2,700,,,,2,,,
168,redberry 24,Pans,,,,550,1,800,,,,2,,,
608,redberry 2in one,blenders,,,,2200,2,3200,,,,2,,,
119,redberry dinner,Plates,,,,158,14,250,,,,2,,,
356,redberry medium,Sufurias,,,,600,1,700,,,,2,,,
118,redberry soup,Plates,,,,141,36,183,,,,2,,,
192,Regal 2l thermos,Thermos,,,,1500,7,2000,,,,2,,,
374,regal 3ltrs,Thermos,,,,1800,8,2500,,,,2,,,
570,rings deco,Dog Toys,,,,50,60,100,,,,2,,,
569,rings plain,Dog Toys,,,,30,30,100,,,,2,,,
345,Robbot car,Dog Toys,,,,550,2,650,,,,2,,,
573,rock tray,Trays,,,,170,5,280,,,,2,,,
278,rolling pin,chopping board,,,,50,30,70,,,,2,,,
521,room heater,Cookers,,,,1800,2,2800,,,,2,,,
410,rose kettie,Kettle,,,,900,5,1400,,,,2,,,
260,Royalcandy sdish,Dishes,,,,250,8,350,,,,2,,,
294,safari,bags,,,,250,1,500,,,,2,,,
567,saladbowl set,Bowls,,,,1000,1,1500,,,,2,,,
357,salt shaker,Dishes,,,,60,4,80,,,,2,,,
419,sandwitch maker,Pans,,,,1700,2,2500,,,,2,,,
598,sathya blender,blenders,,,,2000,2,3000,,,,2,,,
149,saucer,Cups,,,,1500,1,2000,,,,2,,,
177,Savillehotpot,Hot Pots,,,,4200,1,6000,,,,2,,,
305,school socks,bandanas,,,,30,36,50,,,,2,,,
441,scrubber,Thermos,,,,30,102,50,,,,2,,,
545,serrated mellaplate,Plates,,,,75,12,125,,,,2,,,
253,Serviet holder big,Spoons,,,,350,2,500,,,,2,,,
252,Serviet holder small,Spoons,,,,130,15,200,,,,2,,,
251,Serviet holder uniq,Spoons,,,,400,4,700,,,,2,,,
234,Serving Mella,Spoons,,,,80,5,150,,,,2,,,
233,Serving spoon,Spoons,,,,70,14,250,,,,2,,,
191,Sgnature thermos,Thermos,,,,1200,2,1700,,,,2,,,
387,shade umbrella,umbrella,,,,1400,4,2000,,,,2,,,
575,shaker,Dog Toys,,,,17,24,50,,,,2,,,
525,shiny holder,holders,,,,120,9,200,,,,2,,,
80,Shocky,Cups,,,,183,52,250,,,,2,,,
245,Shopset Knives ,Knives,,,,1000,1,1500,,,,2,,,
589,short glass set,Glasses,,,,450,54,900,,,,2,,,
385,short servingspoon,Spoons,,,,35,12,80,,,,2,,,
618,shortheavy spoon,Spoons,,,,70,5,120,,,,2,,,
128,side plates,Plates,,,,180,28,200,,,,2,,,
256,Sieves kichungi,Spoons,,,,100,16,130,,,,2,,,
632,signat thermo od,Thermos,,,,1000,3,1300,,,,2,,,
210,Signature,Sufurias,,,,500,8,840,,,,2,,,
364,signature 3 in 1,blenders,,,,3000,4,3700,,,,2,,,
476,signature bottle,Thermos,,,,600,2,1000,,,,2,,,
81,signature dotted,Cups,,,,208,44,250,,,,2,,,
477,signature Tcup,Thermos,,,,450,3,650,,,,2,,,
443,silver guns,Dog Toys,,,,70,12,150,,,,2,,,
497,simple sugardish,Dishes,,,,100,6,150,,,,2,,,
604,singlewoodenspoon,Spoons,,,,70,10,120,,,,2,,,
355,sinia big,Trays,,,,200,5,300,,,,2,,,
354,sinia smallstainless,Trays,,,,120,6,200,,,,2,,,
353,sinia stainless,Trays,,,,250,3,350,,,,2,,,
470,skimmer big,Spoons,,,,200,3,300,,,,2,,,
471,skimmer small,Spoons,,,,100,5,200,,,,2,,,
254,Skimmers ,Spoons,,,,200,3,300,,,,2,,,
268,Smal stainles Grater,Knives,,,,80,5,150,,,,2,,,
283,small,towels,,,,190,10,250,,,,2,,,
270,Small Bottle,Water Bottles,,,,180,12,300,,,,2,,,
597,small colourbowl,Bowls,,,,20,24,40,,,,2,,,
330,small convert,umbrella,,,,200,5,350,,,,2,,,
181,Small Dispenser,Dispensers,,,,3000,1,4000,,,,2,,,
339,Small doll,Dog Toys,,,,85,10,100,,,,2,,,
559,small door mats,mats,,,,160,10,250,,,,2,,,
165,small frying,Pans,,,,1000,1,1500,,,,2,,,
130,small saucer,Plates,,,,80,9,100,,,,2,,,
494,small shaker,Dishes,,,,17,24,50,,,,2,,,
170,small ugali,Pans,,,,650,3,900,,,,2,,,
499,smallest traymella,Trays,,,,100,6,150,,,,2,,,
125,smooth,Plates,,,,180,24,200,,,,2,,,
284,soft,towels,,,,350,3,600,,,,2,,,
314,soft small,blankets,,,,650,1,800,,,,2,,,
313,soft throw,blankets,,,,550,10,1000,,,,2,,,
346,Speed car,Dog Toys,,,,350,7,450,,,,2,,,
261,Spicy set,Dishes,,,,3500,1,4500,,,,2,,,
456,spider man,Dog Toys,,,,60,2,100,,,,2,,,
126,spiral big,Plates,,,,180,22,200,,,,2,,,
127,spiral small,Plates,,,,125,4,167,,,,2,,,
140,spiral small bowl,Bowls,,,,80,3,100,,,,2,,,
583,sponge scrubber,Thermos,,,,15,12,30,,,,2,,,
249,Spoon holder,Spoons,,,,350,9,600,,,,2,,,
528,sport flask,Thermos,,,,600,16,1000,,,,2,,,
306,sport men socks,bandanas,,,,30,24,70,,,,2,,,
289,sports,bags,,,,50,20,70,,,,2,,,
466,spray bottle,Water Bottles,,,,170,10,200,,,,2,,,
491,square hotpot,Hot Pots,,,,1800,2,2500,,,,2,,,
365,stainless,Trays,,,,1000,2,1300,,,,2,,,
548,stainless 10,buckets,,,,700,2,1000,,,,2,,,
549,stainless 15,buckets,,,,800,2,1100,,,,2,,,
550,stainless 20,buckets,,,,900,2,1300,,,,2,,,
635,stainless basin,Trays,,,,500,2,1000,,,,2,,,
326,stainless big,buckets,,,,700,6,750,,,,2,,,
265,Stainless Big Grater,Knives,,,,200,1,300,,,,2,,,
247,Stainless cutleryset,Knives,,,,800,2,1000,,,,2,,,
224,Stainless Kettle,Kettle,,,,1300,1,2000,,,,2,,,
438,stainless sieve,Spoons,,,,220,6,300,,,,2,,,
325,stainless small,buckets,,,,650,4,700,,,,2,,,
185,Stainless thermos,Thermos,,,,800,6,1100,,,,2,,,
531,starfresh deco,buckets,,,,600,2,800,,,,2,,,
532,starfresh plain,buckets,,,,500,2,700,,,,2,,,
